player,team,iso_freq,tra_freq,prh_freq,prr_freq,postup_freq,spotup_freq,handoff_freq,cut_freq,iso_pts,tra_pts,prh_pts,prr_pts,postup_pts,spotup_pts,handoff_pts,cut_pts,on_ball_creation,off_ball_finishing,transition_impact,iso_impact,prh_impact,spotup_impact,overall_efficiency,play_diversity,pca1,pca2,cluster_kmeans,cluster_dbscan,cluster_kmodes,archetype
Caris Levert_aug_gauss,BKN,0.181856714560003,0.13061962765255283,0.39151488241595733,0.0025667544088424595,0.0015513879957831508,0.13416390670478262,0.039098071982440204,0.04269447960569149,0.8094849262636644,1.1425732034711245,0.8469064677509072,0.0,0.0015614887173591486,0.8552291903976866,1.283432865961308,1.2177687752873174,0.6140210569541836,0.1794251407193166,0.14924248640318277,0.1472102691761563,0.3315764861388102,0.11474088931172201,0.9143767512570307,4.0,3.794702848354293,-0.2870211687874826,0,-1,2,⚡ Iso Creator / Star Guard
Dennis Schroder_aug_gauss,OKC,0.10182797568453474,0.14356897982029299,0.3927027448969828,0.0014824847510214291,0.004847684170670447,0.2064439395210658,0.06619872574200185,0.019894103794659654,0.9901847230296663,1.056962049492471,0.8626055549235674,0.018123692481891857,0.0,1.1130655472550965,1.020444992530844,1.5273716584828623,0.5655771304941898,0.22782052806674685,0.1517469631544001,0.10082850589986263,0.33874756918187,0.22978563652051315,0.9809030041491811,5.0,2.5366658353194067,-0.548538779655513,0,0,2,⚡ Iso Creator / Star Guard
Collin Sexton_aug_gauss,CLE,0.08943186863803032,0.16870538490716036,0.37858434226452226,0.0012019135336871526,0.0,0.13543439642849642,0.07512835917762437,0.0466546278354103,1.0273254658217148,1.1179061170089983,0.8950694504366893,0.016798174931040334,0.0,1.1100964028697187,0.7750001670716241,1.1187878529488318,0.5431445700801769,0.18329093779759387,0.1885967817600721,0.0918756361078709,0.3388592791746414,0.15034523630010535,0.98321755963539,5.0,2.4883925923168326,-0.7572211595985462,0,0,2,⚡ Iso Creator / Star Guard
De'Aron Fox_aug_gauss,SAC,0.10966597983804051,0.21183974102466635,0.40193908939737694,0.00045978475457451076,0.0006241198996048569,0.1372740531073464,0.03346157446847691,0.013766661881131815,0.9474212818454902,1.1722473024987399,0.8983397977306548,0.0,0.0,1.0001340707272182,0.9599063427983651,1.051464742589097,0.5456907636034992,0.1515004997430527,0.24832856497819678,0.10389988319299803,0.36107788026928317,0.13729245753947467,0.9869783514997208,4.0,2.635069543622554,-1.4102617752570894,0,2,2,⚡ Iso Creator / Star Guard
Donovan Mitchell_aug_gauss,UTA,0.07747269206575079,0.12790896951376762,0.4800848992900625,0.009623844957773858,0.0022813145812922973,0.14896726574297697,0.06298739983630137,0.014681522771894868,0.0885313048296389,0.848256148384548,0.963381508725077,1.3169886057899924,0.002531400276491412,1.1089581353164628,1.1582505183260852,1.5670074418541928,0.622826305773407,0.17327263347264568,0.10849956982358509,0.00685875851724573,0.462504914594187,0.16519846124152374,0.9217488380822257,5.0,2.839062512598245,-0.8170183659009799,0,0,2,⚡ Iso Creator / Star Guard
Tobias Harris_aug_gauss,PHI,0.09825858522130924,0.14320463221700544,0.17726664224046418,0.01303493484922558,0.11473561244191845,0.18934202412788914,0.06788354479659105,0.052085968120558455,0.8020236216692392,1.1726927368657951,0.855855180325018,1.383929901693151,0.9778364217371243,1.1315679473342521,1.007195234170894,1.4826852325172384,0.4581443847002829,0.2544629270976732,0.16793503208641972,0.07880570637929003,0.1517145740603229,0.21425336558650795,1.0382419393187647,7.0,0.19227083681788473,2.9787813936189695,2,13,0,✂️ Off-Ball Cutter / Finisher
Eric Paschall_aug_gauss,GSW,0.13658033469233977,0.14644486754835245,0.05009679207922601,0.04522261367504532,0.09438766901260472,0.2527471751104527,0.04179054744534594,0.1003120053166333,0.946303070902153,1.072400594340907,1.1276367006979453,1.1136603954112432,1.054084615132993,0.9351265906406826,0.5361329106663436,1.402053133751533,0.3228553432295164,0.3982817941021313,0.15704756299702857,0.129246390144205,0.05649098133576937,0.23635060415510123,1.0281896183011878,6.0,-0.9696195388385686,4.0192601215742,2,-1,1,✂️ Off-Ball Cutter / Finisher
Bojan Bogdanovic_aug_gauss,UTA,0.0975449763248064,0.16500160682459902,0.13748628277330907,0.025672464132358255,0.04524529804537364,0.2130535731835265,0.0849408169418235,0.01965831562924067,0.9049842062321316,1.1579014484254802,0.8167029145789492,1.408917724392148,1.0575672945964028,1.1126871824492006,0.8858753898755672,1.5949275302609196,0.3652173740853126,0.2583843529451254,0.1910555995347348,0.08827666297123699,0.11228544785558708,0.23706198005631265,1.0389261109081585,5.0,-0.21115692860503638,1.6469143285899839,0,-1,0,⚡ Iso Creator / Star Guard
Jimmy Butler_aug_gauss,MIA,0.096693713676556,0.11786072394032206,0.3618975470260004,0.01980551155453692,0.06657842792603595,0.06395855199739393,0.053834109435917765,0.08267677112240662,0.9468004214868162,1.3819264860699212,0.8630188856345479,1.1175435236661662,1.0019565685666223,0.9598973805905887,0.8644867506146245,1.5965590309297364,0.5790037980645102,0.16644083467433746,0.1628748560805063,0.09154964886408876,0.31232441774825526,0.0613936465286654,1.0373177874246389,7.0,2.2325467916905786,3.3238034226422353,0,-1,2,⚡ Iso Creator / Star Guard
Montrezl Harrell_aug_gauss,LAC,0.09460426534812695,0.15186673147467322,0.023025605717063892,0.17368860873495542,0.1941948000245846,0.050788236258356226,0.00012363270414941316,0.13525336478062497,1.0581961313390718,1.0650430710328929,1.1627782278198333,1.3092647757734424,0.9873658144264762,0.6942992427719521,0.0,1.3384816699754758,0.31194830379392485,0.35973020977393666,0.16174461007751365,0.10010986759956295,0.026773673010165776,0.035262233975899726,1.1220636909975215,6.0,-1.3738026435215653,6.841698243964123,2,-1,1,✂️ Off-Ball Cutter / Finisher
Danilo Gallinari_aug_gauss,OKC,0.09438921186828089,0.08596303589222756,0.10882149164016944,0.08282478927829733,0.1429448372104857,0.30046592998004273,0.04261959401716116,0.024356146413379343,0.09219222386456835,1.2610863053213281,0.9151646695828749,1.4703556229823653,1.0649631347044362,1.1121884373998747,1.0700860480572247,1.506964808099489,0.3887751347360972,0.4076468656717194,0.10840680732753398,0.008701951350960723,0.09958958444039125,0.3341747331564039,1.0281185683427285,6.0,-2.0787818487115457,3.1866650826967406,2,-1,1,✂️ Off-Ball Cutter / Finisher
Ja Morant_aug_gauss,MEM,0.0905212298418265,0.16224018330808027,0.5036800245379564,0.001146662334562197,0.0,0.06919691608018581,0.04761101268580283,0.02868058434117352,0.7856029507661145,1.133901396197912,0.8790526651306538,0.01041968660512125,0.0,1.1131054048808329,0.8758099928302495,1.259711323037961,0.6418122670655857,0.09902416275592152,0.1839643703724374,0.07111374527071657,0.44276126794316367,0.07702346128994024,0.9442191691401528,4.0,3.791816153340202,-1.257654365505076,0,3,2,⚡ Iso Creator / Star Guard
Derrick Rose_aug_gauss,DET,0.07972088665532022,0.15724126543009825,0.537207622688627,0.0,0.003631443328334427,0.09021875986601723,0.03271793266782364,0.011623571705146761,1.0298783280686894,1.0368142452798754,0.9601893199617458,0.012362809103599822,0.0,1.0431814358144957,0.858811151238482,1.0769136742091383,0.6532778853401052,0.10184233157116399,0.1630299839437599,0.08210281346073468,0.5158210219076589,0.09411453545443506,0.9817210391426406,4.0,4.3254230613989275,-1.2157835843353597,0,-1,2,⚡ Iso Creator / Star Guard
D'Angelo Russell_aug_gauss,GSW,0.09523243090975048,0.12680534533137958,0.43087594537346285,0.0006804533148593561,0.001779496496461924,0.06775589133459606,0.08359984910244521,0.023576401296983213,1.0135975567761084,1.0447966807748166,0.9011421294403626,0.0,0.03294048223162826,1.2269727824701038,1.0497511615845305,1.061364871108201,0.6114877218821204,0.09201274594643863,0.13248580390672976,0.09652735929597263,0.3882804669384717,0.08313463451955132,0.9794813803437278,5.0,4.230817499305783,-0.6087310509156749,0,-1,2,⚡ Iso Creator / Star Guard
Kemba Walker_aug_gauss,BOS,0.06760335630278015,0.13153748388137154,0.48231192829077946,0.0,0.0,0.1041317251243505,0.060209918405490344,0.011008253181791368,1.0308909237505353,0.9167280217561685,1.0700288433501082,0.0,0.0,0.8943480802631741,0.9633618804191127,1.0881395617501568,0.61012520299905,0.11513997830614187,0.12058409738535364,0.0696916864276096,0.516087674762943,0.0931300084594554,1.0147913368583081,5.0,4.4010199060233735,-0.8122980205310577,0,-1,2,⚡ Iso Creator / Star Guard
Anfernee Simons_aug_gauss,POR,0.11740797874055735,0.14364011795808154,0.31251124044024015,0.0,0.0018820701654951462,0.24012296190925828,0.060686112750122,0.02888023878751743,1.005011577422159,1.0019287911037869,0.8792735245495981,0.0,0.0,0.862938685923291,0.7231072209935193,1.4907739571966876,0.4924874020964146,0.2690032006967757,0.143917169739746,0.11799637791599486,0.27478285984325684,0.2072113932099838,0.917927383248172,5.0,2.121486417842597,-0.3251830164113848,0,-1,2,⚡ Iso Creator / Star Guard
Terry Rozier_aug_gauss,CHA,0.07383485401356846,0.1947557678842477,0.26938000204360674,0.008488558733693164,0.002396847099230808,0.19148464794333028,0.08271551702171365,0.011967317915902697,0.8892723416871245,1.1011018264821921,0.7779207886095081,1.4580674699392542,0.006148635474901779,1.1038455321095635,0.8625769828717655,1.2548984078592478,0.42832722017811964,0.21194052459292614,0.214445931735287,0.06565929352677301,0.20955630362539346,0.21136947309981785,0.9578040461278333,5.0,0.6543063631838273,-0.7342483873505687,0,4,0,⚡ Iso Creator / Star Guard
Buddy Hield_aug_gauss,SAC,0.06512202292043172,0.19082134090345187,0.2601237144964867,0.010717589248757564,0.0,0.16755045247793865,0.061476504928162486,0.02930426529954289,0.8820783935963887,1.0017073586762881,0.8901855463124893,0.6861927462653209,0.0055247646435718474,1.2710210293008515,0.9134071777836441,0.8625850864868421,0.3867222423450809,0.2075723070262391,0.19114714137546432,0.05744272936540162,0.23155837089788897,0.21296014856833298,0.9958952990007273,5.0,0.8152084055962457,-1.0125891716587134,0,4,0,⚡ Iso Creator / Star Guard
Marcus.Morris_aug_gauss,LAC,0.10225549761155478,0.1032657352432381,0.19548124126433916,0.012163648593916176,0.051613872224520845,0.31482956569746995,0.07243062202122034,0.017192638696526416,0.9687141102472753,1.306614696516173,1.0606305003509677,0.6821590583567088,0.8950619070631616,0.9537016743602549,1.030356159611423,1.064651436103901,0.4217812331216351,0.34418585298791254,0.134928527315363,0.09905634338666967,0.20733336673142427,0.300253483943789,1.0227413847177098,6.0,0.30338489087074577,1.6002396378670423,0,-1,2,⚡ Iso Creator / Star Guard
Andrew Wiggins_aug_gauss,GSW,0.08706157146864073,0.09421637773228796,0.3563147564943189,0.00046451944739197616,0.03620913989424332,0.13910339315481152,0.09256269281970336,0.053971326280426654,0.8120686492376248,1.111416424173315,0.8548786575733139,0.041253842143446684,0.9596601495424755,0.900219636316069,1.2736503000620547,1.5235676398354054,0.5721481606769063,0.19353923888263017,0.10471362963778183,0.07069997274304402,0.30460588070542555,0.1252236059961556,0.9770072068449324,6.0,2.7414283542756803,1.0654992406416655,0,-1,2,⚡ Iso Creator / Star Guard
Jamal Murray_aug_gauss,DEN,0.07610081844634398,0.10879398137335883,0.3079413940678695,0.02469034540634497,0.013229317452049588,0.11662923191224507,0.15687058573669194,0.061032133873022296,0.8431480601883827,1.0986470249708353,0.8674101712695153,1.2418633072701384,1.2855434623336617,1.0623837382893435,0.93786711149111,1.4054445793467258,0.554142115702955,0.20235171119161233,0.11952618397057314,0.06416425745178322,0.267111497369384,0.12390499939274571,0.9884305203771072,6.0,1.9919823819681675,1.5931036633220512,0,-1,2,⚡ Iso Creator / Star Guard
Jaylen Brown_aug_gauss,BOS,0.07050829431809284,0.22558073028751766,0.14625211362434118,0.026339511385400624,0.043101832148075434,0.28033077802481854,0.05509634784298321,0.028262690507705236,0.8227793748463532,1.1777112554715101,0.8854131957664761,0.9250486499503977,1.1591367609362022,1.0924497320803805,0.9779716064463404,1.2033154921389388,0.3149585879334927,0.3349329799179244,0.26566896507709253,0.058012770320523106,0.1294935513117297,0.30624728334709767,1.0527350958604278,5.0,-1.6816134609263311,0.5193537698162317,1,-1,0,🎯 Spot-Up 3PT Shooter
Lou Williams_aug_gauss,LAC,0.06796945543233295,0.1374010536642739,0.5210094073049037,0.007360719018475904,0.0,0.10991723124385568,0.047391940297855255,0.00845853788897686,0.7686205850408451,0.9400021444174737,0.9065233676884524,0.5137041062504296,0.0,1.052455565002734,1.0106536741106305,1.2728272981737008,0.6363708030350919,0.12573648815130845,0.12915728508963786,0.052242722599307394,0.47230720250740593,0.1156830017122883,0.924765783267633,4.0,3.8425932273978165,-1.3091353699924526,0,3,2,⚡ Iso Creator / Star Guard
Devonte' Graham_aug_gauss,CHA,0.07733201859910026,0.13902293602961752,0.45621032312061016,0.0006897434552208435,0.006343958337132047,0.13898023294867437,0.06769086197090482,0.011735979138872291,0.7038093350736487,1.0536640010842613,0.9104409684182949,0.0,0.0,1.1767226384704361,0.7807345452479663,1.145553677442289,0.6075771620277473,0.1514059555427675,0.1464834630194481,0.05442699659013579,0.41535256838435153,0.16354118641059995,0.942195209564046,5.0,3.1464195317052956,-1.2420444920427054,0,3,2,⚡ Iso Creator / Star Guard
Jordan Clarkson_aug_gauss,UTA,0.09592791091269302,0.14403967986915972,0.26033369540256424,0.015514778634322216,0.0025349546393575277,0.2483879948254392,0.07752686497145511,0.020762494484185257,1.0307694412238082,1.1643515343221165,0.952366441480378,0.49428303432245535,0.026115596603549292,1.06832363382381,0.9460074703606131,0.9994087909276314,0.43632342592606993,0.28466526794394664,0.1677128222589226,0.09887955912924384,0.24793307508797674,0.2653587652301229,1.0192848628934512,5.0,0.9878764347708116,-0.3665560979903928,0,4,2,⚡ Iso Creator / Star Guard
Harrison Barnes_aug_gauss,SAC,0.08245141308805892,0.13779357140834592,0.0932341339683425,0.001102776019851428,0.16241013407962365,0.2800514167261936,0.01297568229794183,0.06010978336860784,0.7824998006452195,1.1099291645786804,1.018242579024176,0.0,0.9233131979236363,1.134690946843175,0.9952360824137005,1.299388354920679,0.3510713634339669,0.34126397611465287,0.15294110359757812,0.06451821430432275,0.0949349650250106,0.3177718072098172,1.0494048786930759,6.0,-1.0420882383050496,2.4069043220162487,2,5,1,✂️ Off-Ball Cutter / Finisher
Gordon Hayward_aug_gauss,BOS,0.06277527617931764,0.15555020295701438,0.2510533798069827,0.017045098320920972,0.014542706485325761,0.19688613290452547,0.07950355176214507,0.05821362409785441,1.1307231520881569,1.2634377255249847,0.8937353323146755,0.5316566118304767,1.142876083392624,1.1987162145374382,1.0037755942319064,1.3716413342205684,0.4078749142337712,0.27214485532330085,0.19652799462896,0.07098145815468263,0.22437527583051614,0.23601059993022772,1.0929424776912193,6.0,0.20519187414201145,1.3574662144214273,0,-1,0,⚡ Iso Creator / Star Guard
Dejounte Murray_aug_gauss,SAS,0.09681726753142048,0.21282446853041623,0.30096382692295515,0.0,0.002667264743806005,0.22959742070770522,0.02118131566198664,0.020058399123066905,0.8116743945091501,1.1254562038323896,0.7649942099975698,0.014677211256824816,0.0,0.9638904350507932,0.6801554427681354,1.0468935223740392,0.4216296748601682,0.24965581983077212,0.23952461843488812,0.07858409700159612,0.23023558501477143,0.22130675773248998,0.9105843006038147,4.0,0.6528871708461195,-1.8084561078236192,0,4,0,⚡ Iso Creator / Star Guard
Rudy Gay_aug_gauss,SAS,0.10362827553179073,0.14263178668068455,0.11926437887277602,0.06124296764823732,0.08554812769177254,0.3410294702018679,0.025139772972873217,0.027699950431989803,0.8111282520646095,1.0937242931870785,1.1561726539115798,1.0381058532462286,0.7479966250574508,0.9277989985140358,0.7811350939370859,1.3442265230297035,0.3335805550692125,0.42997238828209505,0.15599985007334186,0.08405582199657115,0.1378902134384536,0.31640680091706525,0.9697709719561057,6.0,-1.133653481803667,2.5502417003078306,2,5,1,✂️ Off-Ball Cutter / Finisher
Kevin Porter jr._aug_gauss,CLE,0.13300962852089016,0.18880221809923942,0.2748469948516632,0.0026835890727318693,0.0006795356889303651,0.18936512359910207,0.06502147798978142,0.05732075346316272,0.7815125383173946,1.0623270052901934,0.7105036949547819,0.0,0.0,1.1394546005511592,0.7444005559959657,1.5692822630326897,0.47355763705126513,0.24936946613499666,0.20056969494551097,0.10394869240601459,0.19527980538932463,0.21577296126893575,0.9365999307227164,6.0,1.2124256920561869,-0.18715330286478526,0,-1,0,⚡ Iso Creator / Star Guard
Fred Vanvleet_aug_gauss,TOR,0.0760267424748526,0.250562453481153,0.3183285122755701,0.0,0.0,0.1632881341714077,0.04467050106841602,0.012022443667436884,0.8186432932430289,1.1122934379751208,0.8250966014330035,0.0,0.023364000574147843,1.0972457444321473,0.5939249722301629,1.5004039333908221,0.4390257558188387,0.17531057783884457,0.278698972810033,0.06223878283415299,0.262651773617797,0.1791672103358426,0.9565583844235644,4.0,1.0222306700198478,-1.7840795001786538,0,4,0,⚡ Iso Creator / Star Guard
Kyle Lowry_aug_gauss,TOR,0.059025536351037175,0.283549994899433,0.28256052594966385,0.0177488348510215,0.003427670240001744,0.13518390064149405,0.0437643770696212,0.010032106985671233,0.8646048235516097,1.0412733229513862,1.0183143703540798,0.663571733886319,0.00593390854509048,1.156552617860823,0.811474470004426,1.0832329948996482,0.388778109610324,0.16296484247818677,0.2952530454117812,0.05103376344182762,0.2877354440693496,0.15634729417955734,1.0158691004487344,4.0,0.7554091699422167,-1.5889398797388943,0,4,0,⚡ Iso Creator / Star Guard
Jaren Jackson jr._aug_gauss,MEM,0.06306073708670115,0.13355186642540323,0.024029994293239057,0.11175035839228885,0.12371863900152169,0.259775846079371,0.047929249322297474,0.055652202360841924,0.8985215435361852,1.2201706309405609,1.0002578891699936,1.2366565804984433,0.8684908028269644,1.0917161620340132,1.2353745078904783,1.3662083024668463,0.2587386197037594,0.42717840683250174,0.16295606511957378,0.056661430823672275,0.02403619136852229,0.2836014896709095,1.1082099315488805,6.0,-2.4800104082816823,3.5846103054373644,2,-1,1,✂️ Off-Ball Cutter / Finisher
Karl-Anthony Towns_aug_gauss,MIN,0.05736491990361082,0.08914134087107732,0.01240576943397655,0.17023424006671717,0.20213128910271855,0.18572734434270133,0.030274104449630163,0.04146866313250281,1.1522090990783718,1.0702085351724622,1.3446279993608352,1.067347723357739,0.9530752544551508,1.2725000710690293,1.0031505745927827,1.6288366571708122,0.30217608288993614,0.3974302475419213,0.09539982383694479,0.06609638268084238,0.01668114493453969,0.2363380588755495,1.1242835494073888,5.0,-1.4200646713503293,5.714120347985909,2,-1,1,✂️ Off-Ball Cutter / Finisher
Tim Hardaway jr._aug_gauss,DAL,0.06234746367044477,0.16119069142152906,0.18731146716757172,0.020033057445630033,0.012419257806520529,0.30114649779960745,0.05649640429716347,0.020022119667556744,0.8356906543913449,1.0724909812388312,0.9438432479711814,1.2889492037225485,0.7769570449397311,1.2601337833101631,1.2392071108048979,1.1008717536829942,0.3185745929417005,0.34120167491279424,0.17287556280924135,0.05210319271439459,0.1767926635536882,0.37948487560282507,1.1069625135630308,5.0,-1.138728938805246,0.32967754164412927,1,14,0,🎯 Spot-Up 3PT Shooter
Goran Dragic_aug_gauss,MIA,0.046379610339281604,0.15687878056026305,0.38302720421238134,0.0,0.0,0.16078044704688632,0.12249691815413008,0.03240587033990604,1.14224554076911,1.0503692948504115,0.9242187773314652,0.0,0.0,1.0084884471016433,0.9785961488714748,1.3297095318158072,0.5519037327057931,0.19318631738679237,0.16478065411407594,0.052976903092653314,0.35400093436185653,0.16214522336662238,0.994346024489251,4.0,2.432797755540065,-1.6326203193008144,0,2,2,⚡ Iso Creator / Star Guard
Bogdan Bogdanovic_aug_gauss,SAC,0.05952702463292596,0.14214242769214658,0.23974413105449238,0.0,0.012088896852891277,0.24436158454913998,0.09921841586551193,0.03331777378508035,0.897703437639395,1.1700118708878227,0.8730514209954446,0.0,0.7804172151844189,1.0502639187045755,0.9757682754039636,1.4608925308593608,0.4105784684058216,0.2776793583342203,0.16630832775662546,0.05343761464542258,0.20930895429244267,0.2566441553694392,1.0123085815380637,5.0,0.3957311423831762,-0.2536554445762556,0,-1,0,⚡ Iso Creator / Star Guard
Kyle Kuzma_aug_gauss,LAL,0.09442047337348704,0.19605048843304917,0.10755820020591166,0.029968091656656166,0.04603759992208647,0.2804833048636314,0.029737267000601527,0.06051209024903975,0.639480258364096,1.1320766492561787,0.768119616828157,0.9636972142538286,0.9216406536674957,1.0626378182611727,0.8297954734446629,1.1341213515902377,0.27775354050208667,0.3709634867693273,0.2219441800303235,0.060380028707737746,0.08261756352889106,0.2980521671389726,0.9796874480881133,5.0,-2.019429900219647,0.7614183345031473,1,-1,0,🎯 Spot-Up 3PT Shooter
Eric Gordon_aug_gauss,HOU,0.09129812756990303,0.19759341543928116,0.14033673973257713,0.028285335559476002,0.003824322073981367,0.3054949793389006,0.09042954195355142,0.023025243048072307,1.0146251129245982,0.9249179596751195,1.0109944943515206,0.9837549479875338,0.0,0.9228752384012617,0.7876961799837335,0.8642953163485619,0.32588873133001295,0.35680555794644886,0.18275769865333819,0.09263337299541724,0.14187967122487777,0.2819337518877764,0.9294256215779241,5.0,-0.3041754977258473,-0.6423616799725222,0,-1,0,⚡ Iso Creator / Star Guard
Alec Burks_aug_gauss,GSW,0.07045729852171775,0.12717117111968015,0.3580447058825194,0.0008851525383198509,0.04210276814102992,0.13976371344534738,0.09755172299951761,0.036932454361741904,0.8505421851086513,1.1594849014520752,0.9278432024124519,0.02461759522924121,0.9349653942321777,1.0260634820212022,1.216661793092756,1.3324596201529102,0.5681564955447846,0.17758132034540916,0.14745305281324733,0.059926904641514366,0.33220934651286127,0.14340644247794665,1.0199008585642952,5.0,2.432705611944927,0.28801495717731695,0,1,2,⚡ Iso Creator / Star Guard
Will Barton_aug_gauss,DEN,0.06467609288874407,0.217195844209284,0.297495409210637,0.0,0.001019478230656492,0.16580603683969586,0.06392889946017291,0.05271453791449594,0.8180736501782484,0.9731863043593023,0.814060169063504,0.03896148406073555,0.0,1.2353429599135284,0.9699739394209206,1.7042355654963917,0.4271198797902105,0.2185205747541918,0.21137202094823188,0.05290980738876232,0.24217916311762747,0.20482732032108142,1.0003469589850613,6.0,0.9027296989455386,-0.6601095231525629,0,4,0,⚡ Iso Creator / Star Guard
Kevin Love_aug_gauss,CLE,0.055777856191982486,0.09329622354004855,0.016552259884671617,0.11078335864665274,0.21290518223356605,0.1895683490834388,0.056544123763217755,0.04082611498476056,0.8756282359818911,0.9602028810541184,0.5176411260736395,1.3769814798449238,0.9452355284827038,1.154219390001331,0.9264296499790144,1.2191879375208372,0.3417794220734379,0.3411778227148521,0.08958330263462368,0.048840665824237225,0.008568130445764946,0.2188034642426461,1.0586060235538703,6.0,-1.5935455979330164,3.8287647916733665,2,-1,0,✂️ Off-Ball Cutter / Finisher
T.J. Warren_aug_gauss,IND,0.04658110290937753,0.20006779686888077,0.1724724047897738,0.0008762455020038658,0.03023377651634111,0.21078616126982894,0.056408921603564366,0.09016343191560343,0.8463298000911371,1.3237044243522502,0.8982866210999816,0.009410747894077766,0.7328990675978364,1.1366974171971262,1.1518171449680896,1.4653554131523163,0.30569620581905677,0.30182583868743623,0.26483062788574474,0.03942297551331817,0.15492965373159417,0.23960008509631148,1.1367702797364079,5.0,-1.4028600012484393,0.25671647604903775,1,14,0,🎯 Spot-Up 3PT Shooter
Marcus Smart_aug_gauss,BOS,0.06619257799355016,0.17297249190470038,0.24718463952266506,0.022696396136891856,0.04004175593464091,0.26857107824577764,0.03823301334183229,0.03330288568901052,0.8089977006472654,0.9557252097469672,1.0065427708474193,1.068020686198508,0.880070237179846,0.8823272463174053,0.9490958273768277,1.146109007836018,0.3916519867926884,0.32457036007168,0.16531417110607535,0.053549643396696864,0.2488019119760638,0.2369675799090934,0.943065094181664,4.0,0.04298189312532078,0.21134309910861293,0,-1,0,⚡ Iso Creator / Star Guard
Darius Garland_aug_gauss,CLE,0.06676698747305121,0.11785647994383082,0.40682493920302193,0.0028476270712306986,0.0,0.18019999223748984,0.09513779956866909,0.009385068200406927,0.750882101036745,0.9183947971456637,0.7571903957240267,0.01761677210031246,0.007975130140918735,0.9521619625910187,0.9855631165199542,0.9163957043242281,0.5687297262447423,0.19243268750912748,0.10823877799031649,0.05013413583365873,0.30804393670553926,0.17157957826773465,0.842315610831565,5.0,2.808856320840961,-1.9655229987613616,0,-1,2,⚡ Iso Creator / Star Guard
OG Anunoby_aug_gauss,TOR,0.021074729000571193,0.24517608513145078,0.031800333747751756,0.025071195231662197,0.05098766416746011,0.35392730518087256,0.024116287824232918,0.10832071830531885,0.551540330642645,1.2728438216724047,0.875596499757497,1.1199604099640486,0.6831395575038148,1.0461844995762413,1.010936488346756,1.1570316751969678,0.12797901474001597,0.4873192187178536,0.31207086518139465,0.011623563001179175,0.027844260920651644,0.37027326065701877,1.0859509719220983,4.0,-5.0755950158931435,-0.13509585907472457,1,-1,1,🎯 Spot-Up 3PT Shooter
RJ Barrett_aug_gauss,NYK,0.06276911169986282,0.211201760785662,0.28219057398843866,0.00020123826663771447,0.03497022428279646,0.1889507990629788,0.06804191999489127,0.04285819225906834,0.6538431218754246,0.9425645229644212,0.6696421896410589,0.0,0.9725728699759776,0.9867262000310685,0.7013039642821296,1.1152800522631745,0.4479718299659892,0.23201022958868484,0.1990712869041833,0.041041151951185545,0.18896671386168531,0.18644270395224705,0.8360226985220136,5.0,0.5747981126413052,-1.0760188551440826,0,4,0,⚡ Iso Creator / Star Guard
Aaron Gordon_aug_gauss,ORL,0.05535010950264851,0.1669295694254878,0.1368793632915312,0.02687805028072704,0.14659079536429717,0.16485253737746666,0.05718659788689423,0.08579079406634296,0.7491056018783226,1.1296468276162956,0.6410584776388816,1.2529353296069627,0.9739096883518258,0.8994708359635017,0.6073274230634405,1.5284298662276772,0.3960068660453711,0.27752138172453666,0.18857145853685647,0.04146307709301258,0.0877476762518484,0.14828004960561436,0.961810455718031,7.0,-1.004481344194056,2.8153339873406966,2,5,0,✂️ Off-Ball Cutter / Finisher
T.J. McConnell_aug_gauss,IND,0.04846425357974432,0.18939904190910212,0.4472170211693192,0.00044775701240415227,0.0035120275143748257,0.1282390358140633,0.02895474324335799,0.05127013647798669,1.5041211546668676,0.9991134463900855,0.8636083844115088,0.00176015027061165,0.002590421016895704,0.7972067490253804,0.7310217011384923,1.0639766030131548,0.5281480455067964,0.17995692930445414,0.18923112950478324,0.0728961090544329,0.3862203691333633,0.10223302483947871,0.9206725243281199,4.0,2.7725106485189976,-1.2989681780577704,0,2,2,⚡ Iso Creator / Star Guard
Kendrick Nunn_aug_gauss,MIA,0.05152631845088058,0.1463744418514413,0.332570866592912,1.6793158465981775e-05,0.00211660046243981,0.18085000550661656,0.11383095245224412,0.04293956111439657,0.7666994932512629,1.032898894611028,0.928121584135834,0.03530620756469475,0.026517630136122895,0.984200817570409,1.0081221161750085,1.2553942677610717,0.5000447379584765,0.2238063597794791,0.1511899991876599,0.039505202245393334,0.30866619953964064,0.17799272327722498,0.9722449922159153,5.0,1.723020704537315,-1.3348810443240466,0,-1,0,⚡ Iso Creator / Star Guard
Rui Hachimura_aug_gauss,WAS,0.056436050733234,0.20858418119965738,0.012925863479797933,0.09343117562041914,0.10147089505454476,0.23195972583586627,0.002650447738411203,0.14657030734952017,0.9005187800271984,1.1185906526838207,1.4008510699593575,0.9122454765222099,0.7466016616343587,0.8775286872127737,0.004778606147668059,1.1697376868028058,0.1734832570059879,0.4719612088058056,0.23332031538764508,0.05082172355584496,0.01810720968582352,0.20355131369898263,0.9815274325751262,6.0,-3.2850699724268613,3.7534509241695333,2,-1,1,✂️ Off-Ball Cutter / Finisher
